"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1504.6,26046.2,34605.8,8559.6,32.86,-0.95,""
"HDFCBANK",6,716.85,810.3,4301.1,4861.8,560.7,13.04,-2.29,""
"IRFC",27,146.85,87.5,3964.95,2362.5,-1602.45,-40.42,-2.72,""
"JSWENERGY",1,728.7,536.95,728.7,536.95,-191.75,-26.31,-1.33,""
"NHPC",13,89.95,78.59,1169.35,1021.67,-147.68,-12.63,-0.39,""
"TATASTEEL",30,164.85,188.2,4945.5,5646,700.5,14.16,-0.84,""
"TMCV",10,239.54,416.75,2395.44,4167.5,1772.07,73.98,-1.94,""
"TMPV",10,529.46,332.15,5294.57,3321.5,-1973.07,-37.27,-2.99,""
"UJJIVANSFB",6,44.82,59.63,268.92,357.78,88.86,33.04,-3.23,""
"VIKASLIFE",824,2.16,1.42,1782.86,1170.08,-612.78,-34.37,-1.39,""
