"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1514.25,26046.2,34827.75,8781.55,33.72,-1.96,""
"HDFCBANK",6,716.85,819.65,4301.1,4917.9,616.8,14.34,1.4,""
"IRFC",27,146.85,88.39,3964.95,2386.53,-1578.42,-39.81,-0.03,""
"JSWENERGY",1,728.7,541,728.7,541,-187.7,-25.76,-0.48,""
"NHPC",13,89.95,79.18,1169.35,1029.34,-140.01,-11.97,0.34,""
"TATASTEEL",30,164.85,185.9,4945.5,5577,631.5,12.77,0.22,""
"TMCV",10,239.54,414.65,2395.44,4146.5,1751.06,73.1,0.51,""
"TMPV",10,529.46,335.8,5294.57,3358,-1936.56,-36.58,1.21,""
"UJJIVANSFB",6,44.82,64.88,268.92,389.28,120.36,44.76,-1.13,""
"VIKASLIFE",824,2.16,1.34,1782.86,1104.16,-678.7,-38.07,-2.19,""
