"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1290.7,26046.2,29686.1,3639.9,13.97,5.18,""
"HDFCBANK",6,716.85,779.4,4301.1,4676.4,375.3,8.73,1,""
"IRFC",27,146.85,104.41,3964.95,2819.07,-1145.88,-28.9,0.19,""
"JSWENERGY",1,728.7,562.3,728.7,562.3,-166.4,-22.84,0.2,""
"NHPC",13,89.95,83.28,1169.35,1082.64,-86.71,-7.42,0.1,""
"TATASTEEL",30,164.85,212.24,4945.5,6367.2,1421.7,28.75,0.42,""
"TMCV",10,239.54,412.95,2395.44,4129.5,1734.07,72.39,0.73,""
"TMPV",10,529.46,342.95,5294.57,3429.5,-1865.06,-35.23,0.4,""
"UJJIVANSFB",6,44.82,61.4,268.92,368.4,99.48,36.99,7.93,""
"VIKASLIFE-BE",159,4.94,1.57,785.36,249.63,-535.73,-68.21,0,""
