"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"ADANIGREEN",23,1132.44,1044.55,26046.2,24024.65,-2021.55,-7.76,1.44,""
"HDFCBANK",6,716.85,797.7,4301.1,4786.2,485.1,11.28,-2.25,""
"IRFC",27,146.85,98.49,3964.95,2659.23,-1305.72,-32.93,-0.51,""
"JSWENERGY",1,728.7,489.15,728.7,489.15,-239.55,-32.87,-2.57,""
"NHPC",13,89.95,77.11,1169.35,1002.43,-166.92,-14.27,0.53,""
"TATASTEEL",30,164.85,205.25,4945.5,6157.5,1212,24.51,0.49,""
"TMCV",10,239.54,425.6,2395.44,4256,1860.57,77.67,-1.95,""
"TMPV",10,529.46,333.2,5294.57,3332,-1962.56,-37.07,-0.55,""
"UJJIVANSFB",6,44.82,58.88,268.92,353.28,84.36,31.37,0.74,""
"VIKASLIFE",159,4.94,1.6,785.36,254.4,-530.96,-67.61,0,""
