"Instrument","Qty.","Avg. cost","LTP","Invested","Cur. val","P&L","Net chg.","Day chg.",""
"CEATLTD",6,3695,3427.55,22170,20565.3,-1604.7,-7.24,3.65,""
"DMART",7,4064,3711.2,28448,25978.4,-2469.6,-8.68,-0.24,""
"IRFC",27,146.85,79.27,3964.95,2140.29,-1824.66,-46.02,0.34,""
"JSWENERGY",1,728.7,511,728.7,511,-217.7,-29.88,1.05,""
"NHPC",37,81.51,75.2,3015.91,2782.4,-233.51,-7.74,-0.28,""
"RELIANCE",7,1280,1240.8,8960,8685.6,-274.4,-3.06,-0.05,""
"TMPV",10,529.46,314.65,5294.57,3146.5,-2148.07,-40.57,4.52,""
"VIKASLIFE",1724,1.69,1.23,2916.86,2120.52,-796.34,-27.3,2.5,""
